created_at,edit_history_tweet_ids,id,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count
2024-04-09T18:56:16.000Z,['1777772535003611151'],1777772535003611151,"Patient Experience Manager: Oversee and improve patients' experience with healthcare tech platforms.Skills: Clinical knowledge, empathy, communication, project management.",0,1,0,0,0,84
2024-04-09T18:56:15.000Z,['1777772532180889674'],1777772532180889674,"Projects: Take an online course in data science, work on a project involving public health data and present your findings, contribute to open-source data science projects related to healthcare.",0,1,0,0,0,83
2024-04-09T18:56:15.000Z,['1777772529353974228'],1777772529353974228,"Healthcare Data Scientist: Use data to derive insights and improve healthcare outcomes.Skills: Clinical knowledge, data analysis, programming (e.g., Python, R), statistical knowledge.",0,1,0,0,1,87
2024-04-09T18:56:14.000Z,['1777772526438953110'],1777772526438953110,"Projects: Analyze and document a specific clinical process in your current job and propose tech-based improvements, take courses in data analytics and health informatics, volunteer to help a local clinic optimize their systems with tech solutions.",0,1,0,0,0,92
2024-04-09T18:56:13.000Z,['1777772523632918959'],1777772523632918959,"Clinical Systems Analyst: Use your nursing experience to analyze healthcare systems and processes, improving patient care through tech interventions.Skills: Clinical knowledge, analytical thinking, technical skills, problem-solving.",0,1,0,0,1,90
2024-04-09T18:56:12.000Z,['1777772520659124323'],1777772520659124323,"Projects: Volunteer to provide health education or consulting through a telehealth platform, create a guide for patients to navigate telehealth services, develop a proposal to enhance a telehealth service.",0,1,0,0,0,93
2024-04-09T18:56:12.000Z,['1777772517828055392'],1777772517828055392,"Telehealth Nurse Consultant: Provide healthcare consultation and support via telehealth platforms.Skills: Clinical knowledge, communication, empathy, problem-solving, tech-savviness.",0,1,0,0,0,103
2024-04-09T18:56:11.000Z,['1777772514862678051'],1777772514862678051,"Projects: Develop a proposal for a new tech product or feature, create a case study analyzing the success or failure of a health tech product, take a product management course and partake in related projects.",0,1,0,0,1,109
2024-04-09T18:56:10.000Z,['1777772511977001410'],1777772511977001410,"Healthtech Product Manager: Oversee the development of healthtech products, utilizing your clinical knowledge to create products that meet market demands.Skills: Clinical knowledge, leadership, market research, communication, problem-solving.",0,1,1,0,0,124
2024-04-09T18:56:10.000Z,['1777772509128949861'],1777772509128949861,"Projects: Participate in a sales or negotiation course or simulation, volunteer to fundraise for a non-profit, create a sales and marketing strategy for a hypothetical medical product.",0,1,1,0,0,135
2024-04-09T18:56:09.000Z,['1777772506293612599'],1777772506293612599,"Medical Device Sales Representative: Leverage your nursing knowledge to sell medical tech products to healthcare providers.Skills: Clinical knowledge, communication, sales, relationship building.",0,1,1,0,0,156
2024-04-09T18:56:08.000Z,['1777772503332434289'],1777772503332434289,"Projects: Develop a mock project to improve a healthcare process using technology, take a course on health informatics, analyze a public health data set and present your findings.",0,1,2,0,0,165
2024-04-09T18:56:08.000Z,['1777772500497145879'],1777772500497145879,"Clinical Informatics Specialist: Enhance healthcare delivery by working with healthcare data and technology.Skills: Clinical knowledge, data analysis, technical skills, problem-solving.",0,1,1,0,0,174
2024-04-09T18:56:07.000Z,['1777772497569530239'],1777772497569530239,"Projects: Launch a blog or YouTube channel on healthcare technology, create a case study evaluating a healthcare tech product, volunteer to help a health clinic or non-profit with their IT needs.",0,1,1,0,0,183
2024-04-09T18:56:06.000Z,['1777772494700621853'],1777772494700621853,"Healthcare IT Consultant: Use your nursing background to guide tech firms on designing, developing, and implementing healthcare systems.Skills: Clinical knowledge, IT skills, problem-solving, communication, project management.",0,1,2,0,1,189
2024-04-09T18:56:06.000Z,['1777772491777126588'],1777772491777126588,"Once you've defined your SME and transferable skills, it's time to explore career paths that leverage these abilities. Here are some tech roles that are particularly suitable for nurses:",0,1,0,0,0,205
2024-04-09T18:56:05.000Z,['1777772488874693116'],1777772488874693116,"Transferable skills are abilities that can seamlessly transition from one job to another. As a nurse, you've likely developed critical skills such as problem-solving, effective communication, teamwork, decision-making, empathy, and the ability to work under pressure.",0,1,2,0,1,221
2024-04-09T18:56:04.000Z,['1777772485926097257'],1777772485926097257,"Your SME stems from the vast healthcare knowledge you've accumulated throughout your nursing career. This includes an in-depth understanding of healthcare systems, patient care, clinical practices, and regulatory guidelines.",0,1,2,0,1,235
2024-04-09T18:56:04.000Z,['1777772483036209164'],1777772483036209164,"Before we dive in, it's crucial to identify your unique value proposition, summarizing your strongest professional skills and attributes. Your skills can be categorized into two groups: Subject Matter Expertise (SME) and Transferable Skills.",0,1,1,0,0,239
2024-04-09T18:56:03.000Z,['1777772479500435670'],1777772479500435670,"If you're a registered nurse pondering a career change, I encourage you to consider a career in tech. Wondering how to make this transition? Check this thread for a comprehensive guide for nurses seeking to transition into the tech industry.",0,3,13,0,41,4821
2024-04-09T18:50:43.000Z,['1777771139231584298'],1777771139231584298,Scary Movie https://t.co/ECvAsSxwHE,0,0,0,0,0,1221
2024-04-09T18:40:01.000Z,['1777768446559707335'],1777768446559707335,"Let go of past narratives to embrace new beginnings. Identities can bind us; view previous experiences as guides, not chains. Shape your future with daring goals, new learning, and the insights from your journey as invaluable tools.",5,0,14,0,5,1321
2024-04-09T18:38:06.000Z,['1777767963463962874'],1777767963463962874,No….Its Naruto…I think One Piece has the best worldbuilding and better story but in terms of characterization of an MC with a fulfilling arc? It’s Naruto. https://t.co/XBsAmcJDoj,0,1,1,0,0,1482
2024-04-09T18:30:06.000Z,['1777765950474825946'],1777765950474825946,"Approach virtual interviews as you would face-to-face ones:
- Avoid swivel chairs to minimize distractions
- Adjust video settings for optimal appearance and lighting
- Focus on the camera or top of the screen for better eye contact impression",0,0,5,0,1,813
2024-04-09T18:21:20.000Z,['1777763743549595797'],1777763743549595797,The American Society of Magical Negros 😭😭 https://t.co/HWpLrdieLS,0,0,3,0,0,1529
2024-04-09T18:19:10.000Z,['1777763198688690347'],1777763198688690347,It bothers me how this is still a thing in our community. Even with the rise of Blerd culture people are still throwing the “you sound white” card around. https://t.co/7kglzw724v,0,0,5,0,0,1286
2024-04-09T18:15:01.000Z,['1777762154386481384'],1777762154386481384,"Steps to take when starting a new job:

Seek a mentor for guidance. Internally or Externally
Engage fully in the onboarding process, taking detailed notes.
Join ERGs or Slack channels and other online communities for insights
Request opportunities to shadow experienced colleagues",3,0,36,0,22,1996
2024-04-09T18:06:42.000Z,['1777760059851780387'],1777760059851780387,☹️ this was my reaction just now https://t.co/l3OUxckhTB,0,0,4,0,0,1563
2024-04-09T18:00:02.000Z,['1777758384277643286'],1777758384277643286,"Remember not to list your address on your resume, especially when it's going on public job platforms such as Indeed, LinkedIn, or Monster. This tip is particularly important for women to safeguard their personal information.",4,0,16,1,1,1364
2024-04-09T17:56:02.000Z,['1777757375367086415'],1777757375367086415,"Project Management Professional
Associate in Project Management
Salesforce Administrator 
CompTIA
AZ-900 Azure Fundamentals
MS-102 Microsoft 365 Administrator expert
AZ-104 Microsoft Azure Administrator
AZ-500 Azure Security Engineer Associate",3,0,17,0,24,936
2024-04-09T17:56:01.000Z,['1777757372405985377'],1777757372405985377,Here are some industry recognized certifications that can help you make that career shift into tech:,3,1,21,0,31,3615
2024-04-09T17:45:01.000Z,['1777754603833966914'],1777754603833966914,"There are no dull people, only diverse interests. Whether it's your choice in music, literature, films, or games, your passions make you fascinating. Shyness may hinder expression, but it doesn't diminish your individuality.",2,0,11,0,0,1242
2024-04-09T17:30:04.000Z,['1777750841807581686'],1777750841807581686,"""How do you handle criticism?""

""I embrace criticism as a pathway to growth. I listen, reflect, and treasure the chance to enhance myself. Proactively acting on feedback is key for my personal and professional evolution.""",14,0,56,0,56,3536
2024-04-09T17:15:00.000Z,['1777747052555862017'],1777747052555862017,Recruiters should never ask for your Social Security Number simply to interview you or process your application. This is not a standard practice.,0,0,4,0,0,1190
2024-04-09T17:12:50.000Z,['1777746504372871284'],1777746504372871284,@smoothmelanin Any time I post something in support of Black people they treat me like Dr. Doom anyway 🤷🏾‍♂️,0,1,1,0,0,20
2024-04-09T17:12:13.000Z,['1777746350014112069'],1777746350014112069,This is why I ask what do you need from me? Someone to vent to or someone to talk it through with? https://t.co/Dj68k9JeJD,3,0,13,0,1,2241
2024-04-09T17:04:08.000Z,['1777744314363245004'],1777744314363245004,"RT @dillonwpatrick1: #BlackTechTwitter 

Still looking for 10 candidates to interview.

Let’s get some people in #Microsoftsecurity",21,0,0,0,0,0
2024-04-09T17:03:19.000Z,['1777744110872388044'],1777744110872388044,I would be Doctor Doom…hero to some villain to a lot. https://t.co/9J8xuB8lkE,1,1,1,0,0,2217
2024-04-09T17:02:27.000Z,['1777743891149488140'],1777743891149488140,Ontario voted for this twice and there’s a good chance a 3rd term might happen. God help us all https://t.co/spgScLt2G6,0,0,4,0,0,1337
2024-04-09T17:00:37.000Z,['1777743431873270005'],1777743431873270005,"Rejected by a company? Don't hesitate to reapply down the road. Upon reaching the interview phase, tack on 20% to your desired salary. It's like compensating for a finder's fee, one you shouldn't bear since you made the initial move.",1,0,5,0,5,1112
2024-04-09T16:58:50.000Z,['1777742982566780968'],1777742982566780968,Canada: Goodlife Fitness or Equinox https://t.co/2nER4A9DK3,0,0,1,0,0,1214
2024-04-09T16:55:54.000Z,['1777742245057212509'],1777742245057212509,RT @solomonmissouri: everything i know about Jerrod Carmichael has been against my will...,583,0,0,0,0,0
2024-04-09T16:46:27.000Z,['1777739867906019644'],1777739867906019644,Final Fantasy has been this robust since the PS1 era. https://t.co/TYbdyaig3f,0,0,0,0,0,1542
2024-04-09T16:45:47.000Z,['1777739699878044049'],1777739699878044049,RT @quarrellnapss: https://t.co/7QFscyPwLC,3086,0,0,0,0,0
2024-04-09T16:40:32.000Z,['1777738378718421186'],1777738378718421186,Now im being punished for having a deep vocabulary??? https://t.co/VDRn3RyTzU https://t.co/jBF3nDyFNS,4,1,49,0,0,3964
2024-04-09T16:38:35.000Z,['1777737887137612079'],1777737887137612079,@DashGetEm Kendrick is Vegeta bro. He’s always training in 100x earths gravity,0,0,1,1,0,140
2024-04-09T16:37:30.000Z,['1777737612553306124'],1777737612553306124,In a recent interview Ghetts said that he wants his kids to be fearless because rewards are at the other end of being fearless and fear is a virus that’s downloaded into your system and you need to do everything to get rid of it. I think of that everyday https://t.co/6JZbAEoVRj,2,0,11,0,3,1993
2024-04-09T16:24:19.000Z,['1777734295567704314'],1777734295567704314,"RT @WellfoundHQ: Companies hiring now on @WellfoundHQ (with new job postings this week! ✅):

@pitchlabs_ - 6 open roles: https://t.co/5b19X…",2,0,0,0,0,0
2024-04-09T16:15:03.000Z,['1777731962272113118'],1777731962272113118,"Align your salary demands with what the market dictates, not merely your self-worth. Highlight the market's potential offer for your expertise. It's similar to how the Raptors secured FVV, recognizing that another team would've made the move if they hadn't.",1,0,5,0,6,1485
2024-04-09T15:15:01.000Z,['1777716854653354033'],1777716854653354033,"Post-interview, be sure to inquire about the forthcoming steps and decision-making timeline. For roles you're particularly excited about and where the interview went smoothly, a follow-up in a few weeks to convey your eagerness and prompt readiness can be beneficial.",3,0,9,0,10,1757
2024-04-09T15:00:22.000Z,['1777713169584042241'],1777713169584042241,"Some interviewers take pleasure in exerting their control, making the experience tense for candidates. Ignore them! Turning the situation around can be quite entertaining. Remember, the interview is just as much for you to discover the right position as it is for them",0,1,9,0,6,1585
2024-04-09T14:00:06.000Z,['1777698004306100572'],1777698004306100572,"It's crucial to always bargain over your salary and benefits, as there's often a significant connection between your compensation and your lifestyle. Remember, you're the one in charge of your expenses, and those obligations need to be met.",0,0,14,0,2,1945
2024-04-09T10:00:08.000Z,['1777637611323924907'],1777637611323924907,"RT @TheJobfather__: You’d never believe half the things I see on resumes that shouldn’t be there. 

Here are the top list of things NOT to…",6,0,0,0,0,0
2024-04-09T07:00:07.000Z,['1777592310986932316'],1777592310986932316,RT @TheJobfather__: The secret to pivoting careers – storytelling. Find the point of connection between your current job and the one you wa…,20,0,0,0,0,0
2024-04-09T06:00:08.000Z,['1777577215653216316'],1777577215653216316,RT @TheJobfather__: You can decide that everything you’ve done up until now is irrelevant. People get so tied up in identities. Consider yo…,13,0,0,0,0,0
2024-04-09T01:35:26.000Z,['1777510602971210142'],1777510602971210142,I put the skills at the top first because I make resumes with a Recruiter's POV in mind. If someone is skimming through your profile it helps to set up relevant keywords at the top and then provide context of how you're using those Key words via success examples on your resume https://t.co/khWmoTZlm7,2,2,10,0,15,4779
2024-04-09T01:33:38.000Z,['1777510150145794536'],1777510150145794536,This is the man who directed the Godfather and Godfather II....what is wrong with yall? buy the film https://t.co/GT6OG3Bj82,0,1,3,0,0,3434
2024-04-09T01:11:19.000Z,['1777504532768899530'],1777504532768899530,Rooting for you!!! Hope you get the job https://t.co/PrcCNSZ8y5,0,1,11,0,2,4792
2024-04-09T00:13:42.000Z,['1777490030467895436'],1777490030467895436,"Check out this Sr. IT Manager job in Scarborough for a Non For Profit. The pay goes up to 130k. 

https://t.co/VcMqtye732",1,0,2,0,0,2408
2024-04-08T22:47:04.000Z,['1777468231088783747'],1777468231088783747,God damnmit https://t.co/0irDA4h4nw,0,0,1,0,0,3468
2024-04-08T22:00:12.000Z,['1777456433954521566'],1777456433954521566,Negotiation Principle #3: Aim above your desired salary when making your ask.,0,0,9,0,4,2358
2024-04-08T21:54:04.000Z,['1777454893151719876'],1777454893151719876,"Too much information, especially personal (full address, age)
A photo of yourself
A solid wall of text
Inaccuracies about qualifications or experiences
Reference contact details
First-person language
Unrelated experiences",7,0,41,0,19,3177
2024-04-08T21:54:03.000Z,['1777454889397838252'],1777454889397838252,"You’d never believe half the things I see on resumes that shouldn’t be there. 

Here are the top list of things NOT to include on your resume:",6,1,89,1,132,21133
2024-04-08T19:55:14.000Z,['1777424989018378600'],1777424989018378600,These mf's dont miss. https://t.co/b0To7C0pqk,1,0,7,0,0,4116
2024-04-08T19:30:01.000Z,['1777418641983537498'],1777418641983537498,"The significance of non-verbal communication cannot be overstated in interviews. Your posture, the firmness of your handshake, and the steadiness of your eye contact are potent indicators of your confidence and professionalism, complementing your verbal responses.",0,1,4,0,2,1613
2024-04-08T19:04:15.000Z,['1777412155492479261'],1777412155492479261,I would say I left my last position because I didnt find the culture the right fit for long term success. Im someone that thrives in environments that promote autonomy and diverse solutions to roadblocks and my last workplace preferred a different approach https://t.co/9Adf3SyvD6,9,2,129,0,145,13003
2024-04-08T18:56:02.000Z,['1777410087616647588'],1777410087616647588,"Take actionable steps by networking, attending industry events, and seeking mentorship to bridge the gap between your current skills and your desired career path.",0,0,5,0,1,913
2024-04-08T18:56:01.000Z,['1777410084756230470'],1777410084756230470,The secret to pivoting careers – storytelling. Find the point of connection between your current job and the one you want. Learn how to speak the language of that job by speaking to other people in that role and find that point of connection to emphasize.,20,3,162,0,96,8666
2024-04-08T18:40:01.000Z,['1777406057372901383'],1777406057372901383,"Implement a 'Mental Simulation' as part of your pre-interview routine. Picture the complete interview journey, from the initial handshake to the composed handling of tough questions. This visualization strategy can lessen anxiety and elevate your performance during the interview.",0,1,5,0,3,1521
2024-04-08T18:30:04.000Z,['1777403553016938856'],1777403553016938856,"Interviewers appreciate when candidates bring up insights on the company's policies, history, or culture, showing they've researched well. Checking out the company's and competitors' websites, along with employee reviews, is a smart strategy.",1,0,23,0,12,2271
2024-04-08T18:29:17.000Z,['1777403357692313818'],1777403357692313818,@DDotOmen Swing me your resume!,0,1,1,0,0,46
2024-04-08T18:15:02.000Z,['1777399770421641265'],1777399770421641265,"Create your own networking opportunities by organizing events. Use tools like Twitter Spaces or Clubhouse for discussions on topics you're passionate about, helping you to stand out.",1,1,12,0,5,2662
2024-04-08T18:00:03.000Z,['1777396002082709777'],1777396002082709777,"In interviews, present the event briefly. Open up about your personal response to connect with the interviewer. Clearly state the unique lesson you took away, and describe how you've already applied this wisdom or intend to, demonstrating personal growth and foresight",0,1,5,0,4,1848
2024-04-08T17:56:02.000Z,['1777394989191835826'],1777394989191835826,"Your past doesn’t have to equal your future unless you choose to live there. Actively shape your future by setting new goals, acquiring new skills, and leveraging your past experiences as valuable lessons.",2,0,6,0,3,785
2024-04-08T17:56:01.000Z,['1777394986167812310'],1777394986167812310,"You can decide that everything you’ve done up until now is irrelevant. People get so tied up in identities. Consider your past experiences as stepping stones, not constraints.",13,1,46,0,8,4539
2024-04-08T17:50:56.000Z,['1777393706112323866'],1777393706112323866,Yes but you need to make that judgement call for yourself and take in your risk factor. Nothing is guaranteed but you can be strategic https://t.co/oGYBEEoqRc,0,0,1,0,0,1958
2024-04-08T17:45:01.000Z,['1777392216098382078'],1777392216098382078,"Confidence is essential. Discuss your achievements, problem-solving abilities, and past team collaborations. For management interviews, provide a detailed example of how you successfully led a team to achieve a challenging objective.",0,1,10,0,8,1747
2024-04-08T17:30:01.000Z,['1777388443707867255'],1777388443707867255,Quick tip: Don't hesitate to switch jobs for better prospects. Underappreciated? Consider a change. Unhealthy work culture? Time to go. No advancement? Look elsewhere. Snubbed for advancement? Job hop.,55,3,297,6,57,12942
2024-04-08T17:15:01.000Z,['1777384666720247983'],1777384666720247983,"Always be authentic. Genuine rapport is crucial when meeting new people; an earnest connection outshines a feigned one. Remember, people can discern sincerity and will gravitate towards it.",0,1,4,0,2,1670
2024-04-08T17:00:13.000Z,['1777380941997981966'],1777380941997981966,"Focus on making one or two connections per networking event, and be strategic about which events you go to. No need to go to all the socials, just the ones that you think will be beneficial.",0,1,8,0,2,2213
2024-04-08T16:15:00.000Z,['1777369563962733028'],1777369563962733028,"If you have an interview with a Co-Founder or CEO coming up. Make sure you realize this. 

They will be far removed from your Day to Day, but they want to see if you care about the business. Ask questions about the business, its direction, comps and what they see for the future",6,0,44,0,33,3912
2024-04-08T15:51:33.000Z,['1777363660442091954'],1777363660442091954,@thesuperwave Same,0,1,0,0,0,12
2024-04-08T15:15:01.000Z,['1777354468801003953'],1777354468801003953,"Engage in 'Contextual Learning' by studying case studies from the company's industry. Mentioning these scenarios during your interview can showcase your analytical strengths and in-depth industry knowledge, illustrating your readiness to contribute meaningfully.",0,0,6,0,4,1689
