id,lang,text,edit_history_tweet_ids,created_at,conversation_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username
2041312214682886428,en,"American Pacific Group (APG), a Bay Area-based private equity firm, announced a stratregic investment in Dossier, a fragrance brand best known for duping luxury scents.

The founder &amp; CEO of Dossier, Sergio Tache, will continue to lead the brand through its next phase of growth. https://t.co/9fWfk0bwO6",['2041312214682886428'],2026-04-07T00:28:52.000Z,2041312214682886428,1,0,14,1,4,2154,,cpgwire
2041234543190159717,en,"Hot Ones just dropped a spicy BBQ sauce line with four flavors: 

🌶️ Original Hot 
🔥 Smoky Serrano 
🐝 Hot Honey 
🏝️ Caribbean 

The new line is rolling out at Walmart, Kroger, H-E-B, and Jewel-Osco. 

Over its 10+ year tenure, Hot Ones has amassed 15.3 million subscribers and 3 https://t.co/sUCLystZIM",['2041234543190159717'],2026-04-06T19:20:14.000Z,2041234543190159717,2,0,8,0,2,2217,,cpgwire
2041188845954138150,en,"Kylie Jenner’s Sprinter is expanding into wellness with k2o by Sprinter, a line of functional hydration and beauty drink mixes.

Sprinter’s Advanced Skin Hydration Mix is formulated with a blend of electrolytes, hyaluronic acid, and bioactive collagen peptides from Verisol. https://t.co/sz5uSnvOtP",['2041188845954138150'],2026-04-06T16:18:38.000Z,2041188845954138150,8,4,83,2,37,14945,,cpgwire
2041152766031135140,zxx,https://t.co/b8KwiGsGsX,['2041152766031135140'],2026-04-06T13:55:16.000Z,2041152674679132345,0,0,0,0,0,837,1429526427754549248,cpgwire
2041152674679132345,en,"Proda, a new protein soda brand created by Matthew Postlethwaite and CPG veteran Jeff Church, officially launched exclusively at Sprouts Farmers Market.

Proda is a newcomer in the functional soda category and each can contains 10g of protein, 3g of fiber, zero sugar, and only 45 https://t.co/sUPVWCLTI4",['2041152674679132345'],2026-04-06T13:54:55.000Z,2041152674679132345,1,4,19,4,6,23010,,cpgwire
2040187846728851508,en,"Bobo’s just refreshed its Oat Bites &amp; PB&amp;J packaging. 

The refreshed packaging features a bolder color system, improved product photography, and clearer flavor cues. The new look also leans more premium without straying too far from the brand’s small-town roots. 

Work by Mertz https://t.co/hPBVbvGQkl",['2040187846728851508'],2026-04-03T22:01:02.000Z,2040187846728851508,0,1,11,0,2,2184,,cpgwire
2040151453197553696,zxx,https://t.co/AMsokC0Hvm,['2040151453197553696'],2026-04-03T19:36:25.000Z,2040151371752644631,0,0,0,0,0,359,1429526427754549248,cpgwire
2040151371752644631,en,"After selling Mela to KJ Holding Corp in April 2025, Dom Purpura and Nick Spiekhout are back in the beverage business with Chiarella, a luxury mineral water brand from Italy.

Purpura and Spiekhout partnered with Andrea Vaccani, the Director of Acque Minerali Val Menaggio S.r.l., https://t.co/8tCsLRrXuG",['2040151371752644631'],2026-04-03T19:36:05.000Z,2040151371752644631,0,2,7,0,2,1604,,cpgwire
2040111634706845947,zxx,https://t.co/dRv3wFrWcJ,['2040111634706845947'],2026-04-03T16:58:11.000Z,2040111526934180134,0,0,0,0,0,325,1429526427754549248,cpgwire
2040111526934180134,en,"Jessica Kwong, the founder of jackfruit jerky brand Jack &amp; Friends, launched a caffeinated nutrition bar brand called Moka Energy.

Each bar delivers 90mg of caffeine and three flavors are available:

☕️ Vanilla Latte
☕️ Caramel Cappuccino
☕️ Dark Roast Coffee https://t.co/ksfR3bIdav",['2040111526934180134'],2026-04-03T16:57:46.000Z,2040111526934180134,0,2,16,0,5,2230,,cpgwire
2039884320177873391,en,"Bloom Sparkling Energy is launching in Canada via an exclusive national partnership with Keurig Dr Pepper (KDP).

Bloom’s RTD energy drink line will launch at 7-Eleven across Ontario and Western Canada, and at Alimentation Couche-Tard across Québec and Atlantic Canada.

Bloom https://t.co/URcuzr0QJw",['2039884320177873391'],2026-04-03T01:54:55.000Z,2039884320177873391,1,1,17,0,6,2028,,cpgwire
2039823133356466370,zxx,https://t.co/2T7atrFRHm,['2039823133356466370'],2026-04-02T21:51:47.000Z,2039823060384059592,0,0,2,0,2,2093,1429526427754549248,cpgwire
2039823060384059592,en,"A veteran operator and exited founder has anonymously launched BrüChew, a mushroom coffee gummies brand.

Why anonymously? Because BrüChew is about you, the consumer, NOT the founder.

BrüChew reimagined mushroom coffee in gummy form to make it easier and more convenient for https://t.co/qU3SPUXkxh",['2039823060384059592'],2026-04-02T21:51:30.000Z,2039823060384059592,1,14,36,14,21,48132,,cpgwire
2039763930474480127,en,"NBA star Giannis Antetokounmpo has taken a minority stake in IM8, one of the fastest-growing supplement brands in the world.

Founded in late 2024 by Prenetics (NASDAQ: PRE) and David Beckham, IM8 offers several longevity products that combine premium, clinically-dosed https://t.co/0ojyQTStVf",['2039763930474480127'],2026-04-02T17:56:32.000Z,2039763930474480127,1,1,21,1,3,3332,,cpgwire
2039709086745321611,en,"Khloud, the fast-growing snack brand founded by Khloé Kardashian, just announced the launch of Khloud Protein Chips.

Khloud Protein Chips deliver 7g of protein per serving and are made with real ingredients like non-GMO masa and avocado oil. The new line will debut exclusively https://t.co/Jwxs29fyT7",['2039709086745321611'],2026-04-02T14:18:36.000Z,2039709086745321611,6,1,36,0,6,6241,,cpgwire
2039392004690321604,en,"Lee Einsidler, a veteran spirits exec and the former CEO of Casamigos, launched a canned cocktail brand called Por Qué No.

Por Qué No combines tequila, vodka, and fruit flavors in a 12 oz can.

Their products are currently available in MA &amp; RI. https://t.co/T7ydkkwlHm",['2039392004690321604'],2026-04-01T17:18:38.000Z,2039392004690321604,1,0,11,2,0,2715,,cpgwire
2039005753990578596,zxx,https://t.co/t22q2seoUR,['2039005753990578596'],2026-03-31T15:43:49.000Z,2039005681836011732,0,0,0,0,0,536,1429526427754549248,cpgwire
2039005681836011732,en,"Johnny Depp and longtime business partner Bobby DeLeon have launched Three Hearts Rum, a super-premium spirits brand.

Their debut expression is crafted in the Dominican Republic and aged for seven years.

The rum is first aged in ex-bourbon barrels for five years, then recasked https://t.co/veQpeA6sMw",['2039005681836011732'],2026-03-31T15:43:32.000Z,2039005681836011732,2,2,16,0,4,2158,,cpgwire
2038975174888792524,en,"It's official. 

Unilever is merging its food division with McCormick, creating a new food giant with approximately $20B of revenue.

Under the terms of the deal, Unilever will own roughly 65% of the combined company and receive a one-time $15.7B cash payment.

The combination https://t.co/9bqsWxqSEY",['2038975174888792524'],2026-03-31T13:42:18.000Z,2038975174888792524,2,2,31,0,4,3694,,cpgwire
2038733972889309400,zxx,https://t.co/qh4h1xC4IO,['2038733972889309400'],2026-03-30T21:43:51.000Z,2038733917516181953,0,0,0,0,0,586,1429526427754549248,cpgwire
2038733917516181953,en,"According to an exclusive report from WWD, Vacation scored an investment from VMG Partners.

VMG joins previous backers True Beauty Ventures and Silas Capital on the cap table.

Vacation was founded in 2021 and sales were expected to hit $80M in 2025. https://t.co/LgcosaO0e7",['2038733917516181953'],2026-03-30T21:43:38.000Z,2038733917516181953,1,1,22,0,6,3608,,cpgwire
2038664344611799174,en,"Create, the world’s leading creatine gummy brand, secured $20M in growth funding. 

Alliance Consumer Growth (ACG) led the round. Impact Capital, Mike Repole’s family office, and Unilever Ventures also participated in the round.

Create has sold more than 20 million gummies and https://t.co/ZB1r7750Jt",['2038664344611799174'],2026-03-30T17:07:10.000Z,2038664344611799174,2,1,72,1,25,88508,,cpgwire
2038615349931696233,en,"Mars Men, a natural testosterone support brand designed for energy, focus, and strength, closed a $27.5M Series A round led by L Catterton.

Founded by Benjamin Smith and Zach Stuck, Mars Men reached a $100M+ revenue run rate in less than 18 months since launching.

Mars Men https://t.co/o3lsPlodf2",['2038615349931696233'],2026-03-30T13:52:29.000Z,2038615349931696233,4,1,92,1,41,9529,,cpgwire
2037601009694867908,en,"Constellation Brands (NYSE: STZ) is acquiring the remainder of HOPWTR, a fast-growing, premium non-alcoholic beverage brand, for an undisclosed sum. 

Founded in 2020 by Jordan Bass and Nick Taranto, HOPWTR offers sparkling beverages infused with hops, adaptogens, and nootropics. https://t.co/xuRJILPFSx","['2037596091386888259', '2037601009694867908']",2026-03-27T18:41:52.000Z,2037601009694867908,1,2,15,1,2,3424,,cpgwire
2037572382919954863,en,"Caliwater, the functional beverage brand co-founded by Oliver Trevena and Vanessa Hudgens, recently added longtime beverage exec Blair Owens as CEO. 

Prior to joining Caliwater, Owens served as the CEO of Hint, the 9-figure flavored water brand.

Owens also held senior https://t.co/7N12bzrFij",['2037572382919954863'],2026-03-27T16:48:07.000Z,2037572382919954863,0,0,10,0,2,1370,,cpgwire
2037519069339857011,en,"Tilray licensed the Popsicle brand from Magnum Ice Cream Company to launch a spiked RTD beverage range.

The 5% ABV beverages are non-carbonated and available in three flavors. https://t.co/OvFrPubDWh",['2037519069339857011'],2026-03-27T13:16:16.000Z,2037519069339857011,1,1,13,0,3,1936,,cpgwire
2037341389504053579,en,"Henkel AG is acquiring biotech haircare brand Olaplex for $1.4B. This is the German company’s second major haircare acquisition in March.

On March 9th, Henkel announced a deal to purchase fast-growing haircare brand Not Your Mother’s (NYM) for an undisclosed sum.

Advent https://t.co/h3eKozH97s",['2037341389504053579'],2026-03-27T01:30:13.000Z,2037341389504053579,1,1,14,0,6,1612,,cpgwire
2037308335448281590,en,"Herbalife (NYSE: HLF) is expanding its personalized nutrition capabilities by acquiring London-based Bioniq for up to $150M.

The purchase price includes $55M to be paid out over five years along with a $95M earnout.

Launched in 2019 by Vadim Fedotov, Bioniq offers personalized https://t.co/JKdY9cty5a",['2037308335448281590'],2026-03-26T23:18:53.000Z,2037308335448281590,2,0,13,0,10,2618,,cpgwire
2037243534764630525,en,"Forward Consumer Partners closed Fund II at a $500M hard cap.

Founded by former L Catterton partner Matt Leeds, Forward typically focuses on majority equity investments of $25M to $250M in well-positioned consumer brands. 

Their brand portfolio includes: 

Xochitl 
Kodiak https://t.co/TceDMgccxl",['2037243534764630525'],2026-03-26T19:01:23.000Z,2037243534764630525,0,0,16,0,6,2345,,cpgwire
2037139258071273802,en,"KilgourMD closed a Series A round led by Prelude Growth Partners.

The scalp care brand previously raised a seed round led by Willow Growth Partners last year. Joyance Partners &amp; Able Partners also participated in the seed round.

Founded in 2024 by Dr. James Kilgour, KilgourMD https://t.co/DogrcyvN7M",['2037139258071273802'],2026-03-26T12:07:01.000Z,2037139258071273802,0,0,6,0,3,1388,,cpgwire
2036872215036076322,en,"PRIME expanded its functional beverage portfolio with a new Protein + Creatine shake line.

- 32g of Protein
- 3g of Creatine
- 3g of Sugar
- Lactose Free https://t.co/dzmnmaSefC",['2036872215036076322'],2026-03-25T18:25:53.000Z,2036872215036076322,1,3,25,1,5,15340,,cpgwire
2036807313978262016,en,"Glimpse, an AI platform for CPG and retail operations, secured $35M in Series A funding led by a16z.

8VC and YC also participated in the round.

Glimpse uses AI to give CPG brands real operating leverage, freeing up as much as 10% of P&amp;L lost to invalid fees and inefficient https://t.co/PjRqxvWeVn",['2036807313978262016'],2026-03-25T14:08:00.000Z,2036807313978262016,5,0,29,0,18,4546,,cpgwire
2036751261291147410,en,"Modern Mexican beauty &amp; lifestyle brand Nopalera closed a $4M Series A round. Morgan Stanley's Next Level Fund led.

Siddhi Capital, L'ATTITUDE Ventures, Sixty8 Capital, and several others also participated.

Launched in 2020 by Sandra Velasquez, Nopalera retails at Ulta Beauty, https://t.co/gKEc1jWoYH",['2036751261291147410'],2026-03-25T10:25:16.000Z,2036751261291147410,2,0,19,0,3,2033,,cpgwire
2036543720070263258,en,"Nevada-based pretzel manufacturer Stellar Snacks scored a minority growth investment from Main Post Partners.

Founded by mother-daughter duo Elisabeth &amp; Gina Galvin, Stellar Snacks retails at Costco, Target, Sprouts, Kroger, and Albertsons.

Main Post Partners made headlines two https://t.co/Glgk6OZuiv",['2036543720070263258'],2026-03-24T20:40:34.000Z,2036543720070263258,0,1,14,0,2,1999,,cpgwire
2036454418221047893,en,"Consumer-focused PE firm Bansk Group is acquiring So Good So You, a Minnesota-based refrigerated wellness shot brand.

Founded in 2014 by Rita Katona and Eric Hall, So Good So You has grown sales more than 5x over the past four years and is currently the #1 wellness shot brand https://t.co/Sf8xjobaRk",['2036454418221047893'],2026-03-24T14:45:43.000Z,2036454418221047893,0,1,14,0,7,2099,,cpgwire
2036433174742393065,en,"Perect Bar launched a new Protein + Prebiotics line.

The refrigerated nutrition bar delivers 20g of protein and 6g of fiber.

Mondelēz acquired a majority stake in Perfect Bar in 2019. https://t.co/MwUPp0BiXX",['2036433174742393065'],2026-03-24T13:21:18.000Z,2036433174742393065,1,3,22,0,3,2624,,cpgwire
2036415305606369380,en,"Advent International is acquiring a majority stake in premium personal care brand Salt &amp; Stone.

Founded in 2017 by former professional skater Nima Jalali, Salt &amp; Stone finished 2025 with $165M in revenue and grew double-digits across all channels.

The exit is a big win for https://t.co/SmcegvigEk",['2036415305606369380'],2026-03-24T12:10:18.000Z,2036415305606369380,2,2,56,1,17,5016,,cpgwire
2036178201475686805,en,"Molson Coors (NYSE: TAP) continues to go beyond beer in a bid to kickstart growth. The owner of Coors Light and Blue Moon is acquiring Atomic Brands, the parent company of fast-growing RTD cocktail brand Monaco.

Founded in 2012 by Don Deubler, Monaco was an early mover in RTD https://t.co/CaoTb4up1m",['2036178201475686805'],2026-03-23T20:28:08.000Z,2036178201475686805,2,0,10,1,1,1712,,cpgwire
2036091901942644770,en,"The meal replacement category has created a few winners.

In 2023, Nestlé acquired nearly 50% of Germany's YFood at a valuation of €430M.

On a smaller scale, Soylent also traded hands in 2023 when Starco Brands acquired the biz. https://t.co/UmXYRy3cGc",['2036091901942644770'],2026-03-23T14:45:12.000Z,2036091901942644770,0,2,12,0,2,2745,,cpgwire
2036063543703847134,en,"French dairy giant Danone is acquiring Huel for around $1.15B.

Founded in 2014 by Julian Hearn, Huel offers a wide variety of meal replacement products including bars, shakes, powders, and on-the-go instant meals. James McMaster has been Huel’s CEO since 2017.

Huel’s revenue https://t.co/aqQ2jOLmud",['2036063543703847134'],2026-03-23T12:52:31.000Z,2036063543703847134,1,2,43,3,15,11344,,cpgwire
2035807336120381782,en,Here's the previous iteration 👇 https://t.co/llhtGjh6Sx,['2035807336120381782'],2026-03-22T19:54:27.000Z,2035806855142707268,0,0,0,0,0,450,1429526427754549248,cpgwire
2035806855142707268,en,"Stone &amp; Skillet unveiled a refreshed brand identity. 

Bolder logo, confident colors, and the skillet backdrop is a really nice touch. https://t.co/yaEswVb2zV",['2035806855142707268'],2026-03-22T19:52:32.000Z,2035806855142707268,1,3,21,0,2,2759,,cpgwire
2035114423195771258,en,"Fruit Riot took its licensing game to another level with this Sour Patch Kids SKU.

The limited-edition flavor is available exclusively at Target.

So far Fruit Riot has partnered with OLIPOP, SpongeBob, WARHEADS, and now Sour Patch Kids. https://t.co/1mta8EnbvB",['2035114423195771258'],2026-03-20T22:01:03.000Z,2035114423195771258,2,1,20,0,6,2995,,cpgwire
2035062732102438977,en,"Good Girl Snacks, the parent company of Hot Girl Pickles, closed a $3M seed round co-led by Strand Equity and RiverPark Ventures.

Nucleus Ventures, Collaborative Fund, and a number of angels also participated in the round.

Hot Girl Pickles is reportedly #1 in the category at https://t.co/y110g2DIXu",['2035062732102438977'],2026-03-20T18:35:39.000Z,2035062732102438977,1,2,37,1,7,20759,,cpgwire
2035009373496385819,zxx,https://t.co/BOQviKC7MH,['2035009373496385819'],2026-03-20T15:03:37.000Z,2035009202603675659,0,0,0,0,0,392,1429526427754549248,cpgwire
2035009202603675659,en,"McCormick (NYSE: MKC) confirmed that it's engaged in discussions with Unilever regarding a potential strategic transaction.

Such a deal would see Unilever carve out its food division and merge it with McCormick in an all-stock transaction.

The transaction would enable Unilever https://t.co/S6Sg2OTtJ5",['2035009202603675659'],2026-03-20T15:02:57.000Z,2035009202603675659,1,1,12,2,2,2616,,cpgwire
2034745992575426643,en,"New Orleans-based spirits giant Sazerac Company is acquiring Dirty Shirley for an undisclosed sum.

Founded by Adam Kost and based in Austin, Dirty Shirley hit an inflection point in 2024 when sales surged 934%.

Their retail partners include Target, Circle K, Meijer, Safeway, https://t.co/a5gCkhEQfI",['2034745992575426643'],2026-03-19T21:37:03.000Z,2034745992575426643,1,0,27,0,7,2928,,cpgwire
2034701942333522391,en,"Fly By Jing dropped two new noodle flavors:

🍜 Roasted Garlic
🍜 Creamy Sesame

Rolling out nationwide at Whole Foods now. https://t.co/HlnwvoVotj",['2034701942333522391'],2026-03-19T18:42:00.000Z,2034701942333522391,0,1,7,0,1,1588,,cpgwire
2034657709346246807,en,"DryWater is on a roll. The clean hydration brand will add 41,000 new doors this year and sales are approaching $100M.

Founded by Bryan Appio in 2024, the Irvine-based company is gearing up to launch at Target, Kroger, CVS, The Vitamin Shoppe, and several other chains.

Hydration https://t.co/GQn9CG8hDz",['2034657709346246807'],2026-03-19T15:46:14.000Z,2034657709346246807,1,2,38,0,16,4679,,cpgwire
2034389520901173685,en,"Freaks of Nature, the performance skincare brand created by Kelly Slater and Squared Circles, just dropped Skin Support Electrolyte, a daily hydration drink mix.

The drink mix is designed to hydrate while fortifying the skin barrier, supporting gut health, and defending against https://t.co/y36AkeUxKQ",['2034389520901173685'],2026-03-18T22:00:33.000Z,2034389520901173685,1,3,38,2,18,11336,,cpgwire
2034317921237762379,en,"Italian confectionery giant Ferrero is expanding its protein portfolio by acquiring BOLD Snacks, a Brazilian purveyor of protein bars and powders.

Founded in 2018 by Gabriel Ferreira, BOLD has experienced strong growth from the outset thanks to its novel protein bars, https://t.co/gys8rnYcvY",['2034317921237762379'],2026-03-18T17:16:02.000Z,2034317921237762379,0,0,19,0,3,2479,,cpgwire
2034274590986207357,en,"Little Sesame and Yellowbird collaborated on Habanero Hummus.

Heading to Sprouts soon. https://t.co/2RNF7ntmlN",['2034274590986207357'],2026-03-18T14:23:52.000Z,2034274590986207357,2,1,11,0,2,1660,,cpgwire
2034010723014066337,zxx,https://t.co/S2Qwy22DlH,['2034010723014066337'],2026-03-17T20:55:21.000Z,2034010674142319014,0,0,8,0,0,1182,1429526427754549248,cpgwire
2034010674142319014,en,"According to a report from Axios, L Catterton is reportedly exploring a sale of Thorne for up to $4B.

Founded in 1984 by Al Czap and Kelly Czap, Thorne leverages cutting-edge science to develop premium dietary supplements and personalized health solutions.

The company is https://t.co/mQWgPztfkL",['2034010674142319014'],2026-03-17T20:55:09.000Z,2034010674142319014,1,5,82,3,33,21352,,cpgwire
2033932228627976340,en,"Founders Row announced a strategic investment in Yough, a startup reimagining frozen pizza with a protein-rich crust made from Greek yogurt.

The investment coincides with Yough's nationwide debut in nearly 2,000 Target stores.

Yough was founded by Mike Rolland &amp; Jason Miller. https://t.co/Y1pZl1jM6K",['2033932228627976340'],2026-03-17T15:43:26.000Z,2033932228627976340,1,1,34,1,4,3775,,cpgwire
2033890178780045565,en,"Little Spoon just entered the infant formula category with the launch of Organic Grass-Fed Whole Milk Infant Formula.

With the launch of infant formula, Little Spoon is applying the same transparency-led approach it brought to baby and kids food.

The American-made formula is https://t.co/aD4DXQZl8c",['2033890178780045565'],2026-03-17T12:56:21.000Z,2033890178780045565,0,0,23,1,7,2867,,cpgwire
2033634527663251489,en,"Date Better Snacks and Pistakio released a collab — Pistachio Butter Crunch Date Bark.

The bark is made with pure pistachio butter, organic 85% dark chocolate, and toasted coconut. https://t.co/hIfVwSU21J",['2033634527663251489'],2026-03-16T20:00:29.000Z,2033634527663251489,0,0,16,0,3,1579,,cpgwire
2033539051056189769,en,"Lineage Provisions, the clean animal-based supplement and snack company co-founded by Paul Saladino and Anthony Gustin, just released a 100% real food protein bar line.

The Lineage Protein Bar is built around real ingredients like grass-fed whey and collagen, raw honey, https://t.co/xkfwRIT5N3",['2033539051056189769'],2026-03-16T13:41:05.000Z,2033539051056189769,0,2,25,0,7,2983,,cpgwire
2033350882067181723,en,"BUM Energy is now available storewide at Walmart.

Another energy drink brand with a ton of momentum. https://t.co/axbLnXJPcQ",['2033350882067181723'],2026-03-16T01:13:22.000Z,2033350882067181723,1,1,11,0,2,4567,,cpgwire
2033314357057142883,zxx,https://t.co/uV0kIBQQwV,['2033314357057142883'],2026-03-15T22:48:14.000Z,2033314266204291238,0,0,1,0,0,566,1429526427754549248,cpgwire
2033314266204291238,en,"Ancestral protein bar brand Prima refreshed its packaging and reformulated its product.

Prima upped the protein count to 21g, improved the texture, and solved the greasiness issue that customers complained about. https://t.co/Y3pKfD5chb",['2033314266204291238'],2026-03-15T22:47:52.000Z,2033314266204291238,1,3,42,0,7,4772,,cpgwire
2032927662369304987,zxx,https://t.co/nX0qMcaag3,['2032927662369304987'],2026-03-14T21:11:39.000Z,2032927605435830335,0,0,0,0,1,994,1429526427754549248,cpgwire
2032927605435830335,en,"POCA is a new pocket-sized sweetener designed for coffee, matcha, and other beverages.

The plant-based sweetener contains zero calories and a boost of fiber. 

POCA offers three permanent flavors: 

- Caramel
- Vanilla
- Pistachio https://t.co/0jCbGtHVrZ",['2032927605435830335'],2026-03-14T21:11:25.000Z,2032927605435830335,3,3,31,3,7,37431,,cpgwire
2032835848027230468,en,"UK-based prebiotic soda brand Living Things scored an investment from The Source Ventures, the corporate venture arm of Spadel, a European mineral water company.

Existing investors and several strategic angels also participated in the round.

Founded just two years ago by https://t.co/dushbxgbeU",['2032835848027230468'],2026-03-14T15:06:49.000Z,2032835848027230468,0,0,20,0,5,2086,,cpgwire
2032587420504343024,en,"Javvy is going beyond coffee with their new Clear Protein Refreshers line.

Each scoop contains 10g of protein, 3g of fiber, and 45mg of caffeine. Three flavors are available:

🍓 Strawberry Acai
🍑 Peach Passionfruit
🥭 Mango Pineapple https://t.co/eIQ4Oos0aq",['2032587420504343024'],2026-03-13T22:39:39.000Z,2032587420504343024,0,3,63,2,22,7146,,cpgwire
2032543186594283598,en,"After making Bain &amp; Company’s prestigious Insurgent Brands list earlier this month, Fruit Riot just announced its launch in the UK, its second international market after Canada.

Three Fruit Riot SKUs are now available at Tesco stores across the UK.

The brand is backed by Humble https://t.co/pvTmnsxWQU",['2032543186594283598'],2026-03-13T19:43:53.000Z,2032543186594283598,1,0,17,2,5,15032,,cpgwire
2032459220575006994,en,"Chilly Ones, a new player in the low-ABV and non-alc beer categories, scored an investment from Paul &amp; Melissa Meehan, the founders of NÜTRL Vodka Seltzer.

Longtime NHL player Tyson Barrie launched Chilly Ones last summer.

Paul &amp; Melissa Meehan owned 100% of NÜTRL prior to https://t.co/Z3UzhycFGP",['2032459220575006994'],2026-03-13T14:10:14.000Z,2032459220575006994,0,0,12,0,2,2357,,cpgwire
2032207753301676200,en,"Hurray's Girl Beer closed a $5M funding round led by Lakehouse Ventures. Spice Capital and several strategic angels also participated.

Launched in Fall 2024 by Ray Biebuyck, Hurray's specializes in flavored light beer brand and retails at Albertsons, Walmart, Kroger, and Whole https://t.co/qdHiJrpMer",['2032207753301676200'],2026-03-12T21:30:59.000Z,2032207753301676200,1,2,17,0,1,2652,,cpgwire
